model,display_name,ppl_baseline,ppl_no_attn,ppl_ratio,log10_ppl_ratio,alpha_k4
qwen3.5-0.8b,Qwen3.5-0.8B,7.623609917712736,624.8427387029609,81.96153075083208,1.9136100608862032,0.01875
falcon-h1-0.5b,Falcon-H1-0.5B,5.621297448593752,17.725424121461643,3.153262086477191,0.4987600690607658,0.37
